"filename", "language", "JSON", "JSON with Comments", "TypeScript", "Markdown", "Ignore", "Python", "JavaScript", "TypeScript JSX", "JavaScript JSX", "YAML", "PostCSS", "XML", "Protocol Buffers", "comment", "blank", "total"
"/home/david/workspace/GenFlow/services/api-test/src/api/api.module.ts", "TypeScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 56
"/home/david/workspace/GenFlow/services/api-test/src/api/api.service.ts", "TypeScript", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 55
"/home/david/workspace/GenFlow/services/api-test/src/api/health.controller.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"/home/david/workspace/GenFlow/services/api-test/src/auth/auth.controller.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"/home/david/workspace/GenFlow/services/api-test/src/auth/auth.module.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/david/workspace/GenFlow/services/api-test/src/auth/auth.service.ts", "TypeScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 48
"/home/david/workspace/GenFlow/services/api-test/src/email/email.controller.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/home/david/workspace/GenFlow/services/api-test/src/email/email.module.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/home/david/workspace/GenFlow/services/api-test/src/email/email.provider.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/home/david/workspace/GenFlow/services/api-test/src/email/email.service.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25
"/home/david/workspace/GenFlow/services/api-test/src/guards/auth.guard.ts", "TypeScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 54
"/home/david/workspace/GenFlow/services/api-test/src/guards/auth.public.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/david/workspace/GenFlow/services/api-test/src/main.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 29
"/home/david/workspace/GenFlow/services/api-test/src/project/project.controller.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"/home/david/workspace/GenFlow/services/api-test/src/project/project.module.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/david/workspace/GenFlow/services/api-test/src/project/project.service.ts", "TypeScript", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 72
"/home/david/workspace/GenFlow/services/api-test/src/socketio/socketio.controller.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/home/david/workspace/GenFlow/services/api-test/src/socketio/socketio.module.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/home/david/workspace/GenFlow/services/api-test/src/socketio/socketio.provider.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/home/david/workspace/GenFlow/services/api-test/src/socketio/socketio.service.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"/home/david/workspace/GenFlow/services/api-test/src/team/team.controller.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"/home/david/workspace/GenFlow/services/api-test/src/team/team.module.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/david/workspace/GenFlow/services/api-test/src/team/team.service.ts", "TypeScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 61
"/home/david/workspace/GenFlow/services/api-test/src/types/authenticated-request.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/home/david/workspace/GenFlow/services/api-test/src/user/user.controller.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"/home/david/workspace/GenFlow/services/api-test/src/user/user.module.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/david/workspace/GenFlow/services/api-test/src/user/user.service.ts", "TypeScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 54
"/home/david/workspace/GenFlow/services/api-test/tsconfig.app.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 15
"/home/david/workspace/GenFlow/services/api-test/tsconfig.json", "JSON with Comments", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/home/david/workspace/GenFlow/services/api/package.json", "JSON", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 46
"/home/david/workspace/GenFlow/services/api/project.json", "JSON", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/david/workspace/GenFlow/services/api/src/api/api.module.ts", "TypeScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 49
"/home/david/workspace/GenFlow/services/api/src/api/api.service.ts", "TypeScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 43
"/home/david/workspace/GenFlow/services/api/src/auth/auth.controller.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"/home/david/workspace/GenFlow/services/api/src/auth/auth.module.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/home/david/workspace/GenFlow/services/api/src/auth/auth.service.ts", "TypeScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 57
"/home/david/workspace/GenFlow/services/api/src/email/email.controller.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/home/david/workspace/GenFlow/services/api/src/email/email.module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/home/david/workspace/GenFlow/services/api/src/email/email.provider.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/home/david/workspace/GenFlow/services/api/src/email/email.service.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"/home/david/workspace/GenFlow/services/api/src/genworker/genworker.controller.ts", "TypeScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 53
"/home/david/workspace/GenFlow/services/api/src/genworker/genworker.module.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/home/david/workspace/GenFlow/services/api/src/genworker/genworker.service.ts", "TypeScript", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 111
"/home/david/workspace/GenFlow/services/api/src/guards/auth.guard.ts", "TypeScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 54
"/home/david/workspace/GenFlow/services/api/src/guards/auth.public.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/david/workspace/GenFlow/services/api/src/main.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 29
"/home/david/workspace/GenFlow/services/api/src/project/project.controller.ts", "TypeScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 54
"/home/david/workspace/GenFlow/services/api/src/project/project.module.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/home/david/workspace/GenFlow/services/api/src/project/project.service.ts", "TypeScript", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 72
"/home/david/workspace/GenFlow/services/api/src/socketio/socketio.controller.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/home/david/workspace/GenFlow/services/api/src/socketio/socketio.module.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/home/david/workspace/GenFlow/services/api/src/socketio/socketio.provider.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/home/david/workspace/GenFlow/services/api/src/socketio/socketio.service.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"/home/david/workspace/GenFlow/services/api/src/team/team.controller.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36
"/home/david/workspace/GenFlow/services/api/src/team/team.module.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/home/david/workspace/GenFlow/services/api/src/team/team.service.ts", "TypeScript", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 59
"/home/david/workspace/GenFlow/services/api/src/types/authenticated-request.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/home/david/workspace/GenFlow/services/api/src/user/user.controller.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"/home/david/workspace/GenFlow/services/api/src/user/user.module.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/home/david/workspace/GenFlow/services/api/src/user/user.service.ts", "TypeScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"/home/david/workspace/GenFlow/services/api/tsconfig.app.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 15
"/home/david/workspace/GenFlow/services/api/tsconfig.json", "JSON with Comments", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/home/david/workspace/GenFlow/services/auth/package.json", "JSON", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 46
"/home/david/workspace/GenFlow/services/auth/project.json", "JSON", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/david/workspace/GenFlow/services/auth/src/auth/auth.controller.ts", "TypeScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"/home/david/workspace/GenFlow/services/auth/src/auth/auth.module.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"/home/david/workspace/GenFlow/services/auth/src/auth/auth.service.ts", "TypeScript", 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 151
"/home/david/workspace/GenFlow/services/auth/src/auth/email.provider.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/home/david/workspace/GenFlow/services/auth/src/main.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 35
"/home/david/workspace/GenFlow/services/auth/tsconfig.app.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 15
"/home/david/workspace/GenFlow/services/auth/tsconfig.json", "JSON with Comments", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"/home/david/workspace/GenFlow/services/email/package.json", "JSON", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 46
"/home/david/workspace/GenFlow/services/email/project.json", "JSON", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/david/workspace/GenFlow/services/email/src/email/custom.provider.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/home/david/workspace/GenFlow/services/email/src/email/email.consumer.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"/home/david/workspace/GenFlow/services/email/src/email/email.module.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"/home/david/workspace/GenFlow/services/email/src/email/email.service.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21
"/home/david/workspace/GenFlow/services/email/src/main.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"/home/david/workspace/GenFlow/services/email/tsconfig.app.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 15
"/home/david/workspace/GenFlow/services/email/tsconfig.json", "JSON with Comments", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"/home/david/workspace/GenFlow/services/gateway/package.json", "JSON", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 46
